Tote #,Strain,Date,Trimmer #,Flower,Smalls,Original Tote Wt.,Trim,Trash
2662.0,Peanut Butter Breath,2/17/25,54.0,1209.0,236.0,7.7,597.0,1528.0
2663.0,Peanut Butter Breath,1/27/25,1.0,1036.0,199.0,6.9,521.0,1252.0
2664.0,Peanut Butter Breath,1/23/25,55.0,954.0,133.0,6.7,670.0,1154.0
2665.0,Peanut Butter Breath,2/14/2025,27.0,1082.0,329.0,7.8,556.0,1637.0
2666.0,Peanut Butter Breath,1/22/25,52.0,904.0,307.0,7.0,586.0,1363.0
2667.0,Peanut Butter Breath,2/13/25,26.0,789.0,216.0,5.3,701.0,788.0
2668.0,Peanut Butter Breath,2/17/25,53.0,720.0,220.0,5.9,531.0,1634.0
2669.0,Peanut Butter Breath,2/7/25,58.0,1015.0,138.0,7.7,709.0,1439.0
2670.0,Peanut Butter Breath,1/21/25,6.0,884.0,146.0,6.0,689.0,933.0
2671.0,Peanut Butter Breath,1/23/25,53.0,599.0,221.0,6.1,505.0,1379.0
2672.0,Peanut Butter Breath,2/13/25,52.0,878.0,239.0,6.0,354.0,1277.0
2673.0,Peanut Butter Breath,2/26/25,29.0,670.0,146.0,5.1,300.0,1134.0
2674.0,Peanut Butter Breath,2/25/25,11.0,833.0,280.0,6.4,478.0,1358.0
2675.0,Peanut Butter Breath,2/13/25,19.0,778.0,101.0,5.8,401.0,1324.0
2676.0,Peanut Butter Breath,2/13/25,46.0,938.0,229.0,6.0,447.0,1224.0
2677.0,Peanut Butter Breath,1/23/25,62.0,789.0,251.0,5.2,542.0,1052.0
2678.0,Peanut Butter Breath,1/22/25,24.0,922.0,210.0,6.4,639.0,1152.0
2679.0,Peanut Butter Breath,2/14/2025,29.0,863.0,137.0,6.5,891.0,1229.0
2680.0,Peanut Butter Breath,2/25/25,48.0,885.0,347.0,6.2,343.0,1328.0
2681.0,Peanut Butter Breath,1/22/25,55.0,1156.0,138.0,7.9,785.0,1419.0
2682.0,Peanut Butter Breath,1/22/25,31.0,914.0,111.0,6.1,462.0,1405.0
2683.0,Peanut Butter Breath,2/17/25,71.0,924.0,149.0,5.8,423.0,976.0
2684.0,Peanut Butter Breath,2/14/2025,4.0,1161.0,221.0,7.2,382.0,1358.0
2685.0,Peanut Butter Breath,2/14/2025,5.0,1225.0,281.0,8.2,684.0,1469.0
2686.0,Peanut Butter Breath,2/17/25,70.0,1100.0,236.0,6.4,519.0,1193.0
2687.0,Peanut Butter Breath,1/22/25,5.0,1159.0,115.0,7.9,853.0,1388.0
2688.0,Peanut Butter Breath,2/13/25,48.0,782.0,285.0,5.9,459.0,1319.0
2689.0,Peanut Butter Breath,2/13/25,50.0,848.0,163.0,5.7,577.0,1035.0
2690.0,Peanut Butter Breath,2/26/25,12.0,612.0,388.0,4.9,257.0,1006.0
2691.0,Peanut Butter Breath,2/13/25,11.0,1179.0,315.0,8.2,714.0,1658.0
2692.0,Peanut Butter Breath,2/14/2025,23.0,1124.0,181.0,6.7,448.0,1171.0
2693.0,Peanut Butter Breath,2/14/2025,63.0,971.0,271.0,6.7,728.0,1191.0
2694.0,Peanut Butter Breath,2/14/2025,60.0,988.0,345.0,6.8,686.0,1011.0
2695.0,Peanut Butter Breath,2/18/25,35.0,595.0,445.0,6.6,716.0,1187.0
2696.0,Peanut Butter Breath,2/18/25,56.0,1047.0,169.0,5.5,437.0,962.0
2697.0,Peanut Butter Breath,2/26/25,57.0,1099.0,189.0,6.4,391.0,1151.0
2698.0,Peanut Butter Breath,2/25/25,16.0,688.0,260.0,5.3,397.0,1022.0
2699.0,Peanut Butter Breath,1/24/25,40.0,739.0,188.0,5.3,469.0,905.0
2700.0,Peanut Butter Breath,1/22/25,17.0,647.0,149.0,5.1,585.0,886.0
2701.0,Peanut Butter Breath,1/21/25,8.0,976.0,146.0,6.2,477.0,1191.0
2702.0,Peanut Butter Breath,1/21/25,9.0,849.0,195.0,6.5,663.0,1209.0
2703.0,Peanut Butter Breath,2/19/25,74.0,838.0,285.0,5.7,388.0,1110.0
2704.0,Peanut Butter Breath,2/14/2025,24.0,901.0,288.0,6.6,667.0,1290.0
2705.0,Peanut Butter Breath,2/14/2025,39.0,678.0,128.0,5.3,403.0,1011.0
2706.0,Peanut Butter Breath,2/25/25,65.0,755.0,258.0,5.7,323.0,1192.0
2707.0,Peanut Butter Breath,1/22/25,18.0,1055.0,87.0,6.8,712.0,1135.0
2708.0,Peanut Butter Breath,1/22/25,11.0,801.0,251.0,6.1,709.0,1006.0
2709.0,Peanut Butter Breath,1/21/25,63.0,939.0,225.0,6.8,715.0,1186.0
2710.0,Peanut Butter Breath,1/22/25,54.0,1141.0,172.0,7.1,622.0,1184.0
2711.0,Peanut Butter Breath,1/23/25,9.0,1172.0,111.0,6.2,568.0,1024.0
2712.0,Peanut Butter Breath,2/14/2025,46.0,814.0,201.0,4.9,413.0,941.0
2713.0,Peanut Butter Breath,2/18/25,49.0,870.0,229.0,5.4,412.0,1098.0
2714.0,Peanut Butter Breath,1/21/25,15.0,707.0,115.0,5.8,451.0,1260.0
2715.0,Peanut Butter Breath,1/24/25,5.0,650.0,127.0,5.0,400.0,1204.0
2716.0,Peanut Butter Breath,2/14/2025,16.0,1128.0,301.0,7.7,659.0,1397.0
2717.0,Peanut Butter Breath,2/17/25,73.0,735.0,297.0,5.5,382.0,1063.0
2718.0,Peanut Butter Breath,2/17/25,12.0,861.0,406.0,5.8,503.0,932.0
2719.0,Peanut Butter Breath,1/22/25,2.0,950.0,177.0,5.2,369.0,957.0
2720.0,Peanut Butter Breath,1/21/25,3.0,690.0,250.0,6.2,770.0,977.0
2721.0,Peanut Butter Breath,1/22/25,36.0,669.0,151.0,6.1,669.0,1341.0
2722.0,Peanut Butter Breath,2/14/2025,21.0,898.0,281.0,6.6,618.0,1064.0
2723.0,Peanut Butter Breath,2/14/2025,59.0,734.0,381.0,6.2,487.0,1117.0
2724.0,Peanut Butter Breath,2/14/2025,22.0,1016.0,278.0,6.9,777.0,1216.0
2725.0,Peanut Butter Breath,2/18/25,50.0,838.0,181.0,5.2,538.0,952.0
2726.0,Peanut Butter Breath,2/17/25,2.0,1212.0,243.0,6.8,500.0,1319.0
2727.0,Peanut Butter Breath,1/21/25,65.0,693.0,175.0,5.9,506.0,1254.0
2728.0,Peanut Butter Breath,1/23/25,40.0,1156.0,278.0,7.1,611.0,1255.0
2729.0,Peanut Butter Breath,2/18/25,10.0,947.0,270.0,7.6,755.0,1438.0
2730.0,Peanut Butter Breath,,,,,,,
2731.0,Peanut Butter Breath,,,,,,,
2732.0,Peanut Butter Breath,,,,,,,
2733.0,Peanut Butter Breath,1/22/25,26.0,595.0,188.0,6.6,918.0,1059.0
2734.0,Peanut Butter Breath,2/17/25,72.0,1311.0,185.0,7.0,539.0,1181.0
2735.0,Peanut Butter Breath,1/22/25,23.0,900.0,99.0,6.3,638.0,1086.0
2736.0,Peanut Butter Breath,1/21/25,4.0,941.0,45.0,5.9,448.0,1131.0
2737.0,Peanut Butter Breath,2/17/25,20.0,1466.0,264.0,7.9,511.0,1146.0
2738.0,Peanut Butter Breath,2/17/25,29.0,1091.0,143.0,6.7,661.0,1155.0
2739.0,Peanut Butter Breath,1/21/25,57.0,692.0,194.0,5.4,464.0,1175.0
2740.0,Peanut Butter Breath,,,,,,,
2741.0,Peanut Butter Breath,2/14/2025,64.0,817.0,302.0,6.2,597.0,1135.0
2742.0,Peanut Butter Breath,2/14/2025,52.0,943.0,233.0,6.4,286.0,1415.0
2743.0,Peanut Butter Breath,2/17/25,40.0,734.0,336.0,5.0,365.0,1034.0
2744.0,Peanut Butter Breath,2/14/2025,65.0,1019.0,488.0,7.1,321.0,1386.0
2745.0,Peanut Butter Breath,1/21/25,7.0,909.0,95.0,5.1,487.0,1019.0
2746.0,Peanut Butter Breath,1/22/25,38.0,721.0,50.0,5.4,664.0,1043.0
2747.0,Peanut Butter Breath,1/21/25,22.0,738.0,174.0,5.7,537.0,1122.0
2748.0,Peanut Butter Breath,2/26/25,1.0,1001.0,331.0,7.0,472.0,1316.0
2749.0,Peanut Butter Breath,1/23/25,58.0,750.0,176.0,5.2,368.0,1094.0
2750.0,Peanut Butter Breath,2/17/25,19.0,893.0,155.0,5.2,500.0,1035.0
2751.0,Peanut Butter Breath,2/17/25,60.0,889.0,292.0,6.6,765.0,1022.0
2752.0,Peanut Butter Breath,2/17/25,1.0,870.0,231.0,5.8,496.0,986.0
2753.0,Peanut Butter Breath,2/25/25,4.0,945.0,123.0,5.3,526.0,764.0
2754.0,Peanut Butter Breath,2/17/25,7.0,997.0,114.0,6.1,559.0,1234.0
2755.0,Peanut Butter Breath,2/14/2025,11.0,807.0,243.0,5.7,438.0,1129.0
2756.0,Peanut Butter Breath,2/14/2025,15.0,1090.0,407.0,6.8,627.0,1051.0
2757.0,Peanut Butter Breath,2/25/25,52.0,1305.0,305.0,8.3,526.0,1516.0
2758.0,Peanut Butter Breath,2/26/25,8.0,993.0,93.0,5.8,445.0,954.0
2759.0,Peanut Butter Breath,2/25/25,2.0,930.0,188.0,5.7,390.0,1101.0
2760.0,Peanut Butter Breath,2/25/25,39.0,795.0,132.0,5.4,429.0,1159.0
2761.0,Peanut Butter Breath,2/17/25,16.0,810.0,197.0,5.8,548.0,1065.0
2762.0,Peanut Butter Breath,2/17/25,27.0,788.0,192.0,6.1,392.0,1353.0
2763.0,Peanut Butter Breath,2/26/25,54.0,895.0,245.0,7.5,532.0,1669.0
2764.0,Peanut Butter Breath,2/26/25,71.0,865.0,186.0,5.3,418.0,1100.0
2765.0,Peanut Butter Breath,,,,,,,
2766.0,Peanut Butter Breath,,,,,,,
2767.0,Peanut Butter Breath,,,,,,,
2768.0,Peanut Butter Breath,,,,,,,
2769.0,Peanut Butter Breath,2/25/25,5.0,761.0,166.0,5.5,441.0,1160.0
2770.0,Peanut Butter Breath,,,,,,,
2771.0,Peanut Butter Breath,,,,,,,
2772.0,Peanut Butter Breath,,,,,,,
2773.0,Peanut Butter Breath,2/12/25,63.0,633.0,141.0,6.1,520.0,1387.0
2774.0,Peanut Butter Breath,2/26/25,31.0,1084.0,84.0,5.4,397.0,1101.0
2775.0,Peanut Butter Breath,1/21/25,64.0,787.0,255.0,5.9,717.0,1116.0
2776.0,Peanut Butter Breath,,,,,,,
2777.0,Peanut Butter Breath,2/26/25,19.0,1221.0,150.0,7.3,621.0,1126.0
2778.0,Peanut Butter Breath,2/26/25,27.0,755.0,197.0,5.6,391.0,1231.0
2779.0,Peanut Butter Breath,,,,,,,
2780.0,Peanut Butter Breath,,,,,,,
2781.0,Peanut Butter Breath,,,,,,,
2782.0,Peanut Butter Breath,2/12/25,1.0,648.0,170.0,5.3,170.0,1139.0
2783.0,Peanut Butter Breath,2/11/25,11.0,991.0,188.0,7.1,574.0,1492.0
2784.0,Peanut Butter Breath,2/18/25,34.0,911.0,310.0,5.8,342.0,1097.0
2785.0,Peanut Butter Breath,,,,,,,
2786.0,Peanut Butter Breath,,,,,,,
2787.0,Peanut Butter Breath,2/14/2025,3.0,902.0,207.0,6.3,837.0,890.0
2788.0,Peanut Butter Breath,2/17/25,38.0,742.0,164.0,5.0,719.0,744.0
2789.0,Peanut Butter Breath,,,,,,,
2790.0,Peanut Butter Breath,2/13/25,4.0,1050.0,177.0,6.9,442.0,1626.0
2791.0,Peanut Butter Breath,,,,,,,
2792.0,Peanut Butter Breath,,,,,,,
2793.0,Peanut Butter Breath,,,,,,,
2794.0,Peanut Butter Breath,2/25/25,15.0,785.0,309.0,5.9,595.0,919.0
2795.0,Peanut Butter Breath,,,,,,,
2796.0,Peanut Butter Breath,2/12/25,29.0,979.0,169.0,7.4,721.0,1383.0
2797.0,Peanut Butter Breath,2/12/25,23.0,1245.0,139.0,6.7,649.0,977.0
2798.0,Peanut Butter Breath,2/12/25,2.0,1008.0,185.0,6.2,201.0,1101.0
2799.0,Peanut Butter Breath,2/12/25,16.0,790.0,128.0,6.2,564.0,1132.0
2800.0,Peanut Butter Breath,2/12/25,60.0,678.0,201.0,6.1,986.0,1021.0
2801.0,Peanut Butter Breath,2/25/25,36.0,761.0,226.0,6.1,350.0,1501.0
2802.0,Peanut Butter Breath,2/25/25,53.0,712.0,442.0,7.5,791.0,1476.0
2803.0,Peanut Butter Breath,2/25/25,72.0,562.0,188.0,5.4,447.0,1277.0
2804.0,Peanut Butter Breath,2/25/25,3.0,1094.0,235.0,7.2,741.0,1058.0
2805.0,Peanut Butter Breath,2/26/25,38.0,1451.0,271.0,8.0,1064.0,906.0
2806.0,Peanut Butter Breath,2/17/25,5.0,912.0,264.0,6.7,625.0,1196.0
2807.0,Peanut Butter Breath,2/26/25,64.0,823.0,385.0,5.8,512.0,1063.0
2808.0,Peanut Butter Breath,2/26/25,34.0,859.0,294.0,6.6,325.0,1448.0
2809.0,Peanut Butter Breath,2/26/25,30.0,1209.0,196.0,7.5,482.0,1387.0
2810.0,Peanut Butter Breath,2/11/25,26.0,577.0,498.0,7.4,1250.0,943.0
2811.0,Peanut Butter Breath,,,,,,,
2812.0,Peanut Butter Breath,,,,,,,
2813.0,Peanut Butter Breath,,,,,,,
2814.0,Peanut Butter Breath,,,,,,,
2815.0,Peanut Butter Breath,,,,,,,
2816.0,Peanut Butter Breath,,,,,,,
2817.0,Peanut Butter Breath,,,,,,,
2818.0,Peanut Butter Breath,2/12/25,59.0,758.0,290.0,6.3,754.0,864.0
2819.0,Peanut Butter Breath,2/14/2025,57.0,1055.0,342.0,6.7,492.0,1303.0
2820.0,Peanut Butter Breath,,,,,,,
2821.0,Peanut Butter Breath,,,,,,,
2822.0,Peanut Butter Breath,,,,,,,
2823.0,Peanut Butter Breath,,,,,,,
2824.0,Peanut Butter Breath,2/12/25,65.0,968.0,241.0,6.6,376.0,1495.0
2825.0,Peanut Butter Breath,2/13/25,35.0,529.0,230.0,6.1,612.0,1240.0
2826.0,Peanut Butter Breath,2/26/25,10.0,741.0,421.0,7.1,855.0,1489.0
2827.0,Peanut Butter Breath,,,,,,,
2828.0,Peanut Butter Breath,,,,,,,
2829.0,Peanut Butter Breath,,,,,,,
2830.0,Peanut Butter Breath,,,,,,,
2831.0,Peanut Butter Breath,2/13/25,2.0,868.0,239.0,5.4,430.0,1187.0
2832.0,Peanut Butter Breath,2/11/25,3.0,762.0,155.0,5.6,748.0,869.0
2833.0,Peanut Butter Breath,,,,,,,
2834.0,Peanut Butter Breath,,,,,,,
2835.0,Peanut Butter Breath,2/12/25,24.0,1037.0,207.0,7.0,738.0,1188.0
2836.0,Peanut Butter Breath,2/12/25,27.0,1051.0,168.0,7.3,456.0,1481.0
2837.0,Peanut Butter Breath,2/14/2025,7.0,980.0,147.0,6.0,639.0,877.0
2838.0,Peanut Butter Breath,,,,,,,
2839.0,Peanut Butter Breath,2/12/25,52.0,1023.0,233.0,6.9,654.0,1037.0
2840.0,Peanut Butter Breath,2/12/25,54.0,1021.0,136.0,6.8,2667.0,507.0
2841.0,Peanut Butter Breath,,,,,,,
2842.0,Peanut Butter Breath,,,,,,,
2843.0,Peanut Butter Breath,2/13/25,22.0,917.0,123.0,6.4,583.0,1222.0
2844.0,Peanut Butter Breath,,,,,,,
2845.0,Peanut Butter Breath,,,,,,,
2846.0,Peanut Butter Breath,,,,,,,
2847.0,Peanut Butter Breath,,,,,,,
2848.0,Peanut Butter Breath,,,,,,,
2849.0,Peanut Butter Breath,,,,,,,
2850.0,Peanut Butter Breath,2/13/25,63.0,893.0,220.0,6.0,600.0,1090.0
2851.0,Peanut Butter Breath,2/12/25,62.0,586.0,219.0,5.2,454.0,974.0
2852.0,Peanut Butter Breath,,,,,,,
2853.0,Peanut Butter Breath,2/11/25,39.0,933.0,106.0,6.7,627.0,1375.0
2854.0,Peanut Butter Breath,,,,,,,
2855.0,Peanut Butter Breath,2/26/25,50.0,835.0,209.0,6.4,531.0,1178.0
2856.0,Peanut Butter Breath,2/26/25,40.0,786.0,360.0,6.3,590.0,1349.0
2857.0,Peanut Butter Breath,,,,,,,
2858.0,Peanut Butter Breath,,,,,,,
2859.0,Peanut Butter Breath,,,,,,,
2860.0,Peanut Butter Breath,,,,,,,
2861.0,Peanut Butter Breath,,,,,,,
2862.0,Peanut Butter Breath,,,,,,,
2863.0,Peanut Butter Breath,,,,,,,
2864.0,Peanut Butter Breath,,,,,,,
2865.0,Peanut Butter Breath,,,,,,,
2866.0,Peanut Butter Breath,,,,,,,
2867.0,Peanut Butter Breath,,,,,,,
2868.0,Peanut Butter Breath,,,,,,,
2869.0,Peanut Butter Breath,,,,,,,
2870.0,Peanut Butter Breath,,,,,,,
2871.0,Peanut Butter Breath,,,,,,,
2872.0,Peanut Butter Breath,,,,,,,
2873.0,Peanut Butter Breath,,,,,,,
2874.0,Peanut Butter Breath,,,,,,,
2875.0,Peanut Butter Breath,2/12/25,30.0,1336.0,107.0,7.2,630.0,1147.0
2876.0,Peanut Butter Breath,,,,,,,
2877.0,Peanut Butter Breath,2/25/25,73.0,709.0,206.0,5.0,387.0,1088.0
2878.0,Peanut Butter Breath,,,,,,,
2879.0,Peanut Butter Breath,,,,,,,
2880.0,Peanut Butter Breath,2/25/25,70.0,728.0,249.0,5.0,366.0,1005.0
2881.0,Peanut Butter Breath,,,,,,,
2882.0,Peanut Butter Breath,,,,,,,
2883.0,Peanut Butter Breath,,,,,,,
2884.0,Peanut Butter Breath,,,,,,,
2885.0,Peanut Butter Breath,,,,,,,
2886.0,Peanut Butter Breath,,,,,,,
2887.0,Peanut Butter Breath,,,,,,,
2888.0,Peanut Butter Breath,,,,,,,
2889.0,Peanut Butter Breath,,,,,,,
2890.0,Peanut Butter Breath,,,,,,,
2891.0,Peanut Butter Breath,,,,,,,
2892.0,Peanut Butter Breath,,,,,,,
2893.0,Peanut Butter Breath,,,,,,,
2894.0,Peanut Butter Breath,,,,,,,
2895.0,Zerial 3,,,,,,,
2896.0,Zerial 3,,,,,,,
2897.0,Zerial 3,,,,,,,
2898.0,Zerial 3,,,,,,,
2899.0,Zerial 3,2/26/25,3.0,599.0,197.0,6.4,790.0,1086.0
2900.0,Zerial 3,,,,,,,
2901.0,Zerial 3,2/20/25,70.0,508.0,293.0,5.6,578.0,1161.0
2902.0,Zerial 3,2/20/25,5.0,779.0,184.0,5.9,584.0,1247.0
2903.0,Zerial 3,2/20/25,3.0,733.0,247.0,6.3,661.0,1115.0
2904.0,Zerial 3,2/26/25,16.0,433.0,268.0,5.2,467.0,1278.0
2905.0,Zerial 3,2/26/25,7.0,893.0,200.0,6.7,526.0,1492.0
2906.0,Zerial 3,2025-03-07,72.0,831.0,115.0,6.3,512.0,1315.0
2907.0,Zerial 3,03-06-2025,70.0,751.0,263.0,6.5,538.0,1232.0
2908.0,Zerial 3,2/20/25,74.0,808.0,232.0,6.5,546.0,1420.0
2909.0,Zerial 3,2/21/25,4.0,777.0,241.0,6.2,428.0,1876.0
2910.0,Zerial 3,2025-03-07,54.0,589.0,165.0,5.1,362.0,1272.0
2911.0,Zerial 3,,,,,,,
2912.0,Zerial 3,2/26/25,16.0,450.0,373.0,5.5,491.0,1156.0
2913.0,Zerial 3,2/26/25,36.0,551.0,259.0,5.5,356.0,1048.0
2914.0,Zerial 3,2025-03-07,21.0,436.0,237.0,5.6,399.0,1302.0
2915.0,Zerial 3,,,,,,,
2916.0,Zerial 3,2/26/25,11.0,540.0,220.0,5.3,391.0,1272.0
2917.0,Zerial 3,2/26/25,74.0,465.0,318.0,5.3,364.0,1078.0
2918.0,Zerial 3,2/20/25,50.0,745.0,249.0,6.6,575.0,1286.0
2919.0,Zerial 3,2025-03-07,59.0,554.0,300.0,6.5,714.0,1331.0
2920.0,Zerial 3,,,,,,,
2921.0,Zerial 3,,,,,,,
2922.0,Zerial 3,,,,,,,
2923.0,Zerial 3,,,,,,,
2924.0,Zerial 3,,,,,,,
2925.0,Zerial 3,,,,,,,
2926.0,Zerial 3,2025-03-07,1.0,815.0,259.0,7.4,562.0,1669.0
2927.0,Zerial 3,03-06-2025,3.0,541.0,179.0,5.8,566.0,1232.0
2928.0,Zerial 3,2/26/25,55.0,584.0,266.0,5.7,263.0,1233.0
2929.0,Zerial 3,2025-03-07,12.0,496.0,354.0,6.4,527.0,1499.0
2930.0,Zerial 3,2/20/25,72.0,676.0,303.0,6.1,494.0,1215.0
2931.0,Zerial 3,,,,,,,
2932.0,Zerial 3,,,,,,,
2933.0,Zerial 3,,,,,,,
2934.0,Zerial 3,,,,,,,
2935.0,Zerial 3,2/26/25,64.0,664.0,336.0,6.2,471.0,1466.0
2936.0,Zerial 3,,,,,,,
2937.0,Zerial 3,2/20/25,29.0,940.0,183.0,6.7,416.0,1509.0
2938.0,Zerial 3,2025-03-07,15.0,613.0,217.0,6.0,538.0,1311.0
2939.0,Zerial 3,,,,,,,
2940.0,Zerial 3,2/21/25,48.0,480.0,264.0,5.1,390.0,1117.0
2941.0,Zerial 3,,,,,,,
2942.0,Zerial 3,,,,,,,
2943.0,Zerial 3,2025-03-07,33.0,999.0,213.0,8.0,807.0,1631.0
2944.0,Zerial 3,2/20/25,39.0,557.0,117.0,5.2,464.0,1143.0
2945.0,Zerial 3,03-06-2025,7.0,687.0,175.0,6.1,532.0,1325.0
2946.0,Zerial 3,2025-03-07,30.0,753.0,182.0,7.2,542.0,1055.0
2947.0,Zerial 3,,,,,,,
2948.0,Zerial 3,2/26/25,4.0,962.0,271.0,7.3,608.0,1347.0
2949.0,Zerial 3,2025-03-07,26.0,548.0,186.0,5.9,500.0,1256.0
2950.0,Zerial 3,2025-03-07,73.0,678.0,276.0,6.5,590.0,1348.0
2951.0,Zerial 3,2/21/25,56.0,633.0,219.0,5.8,344.0,1315.0
2952.0,Zerial 3,2/20/25,52.0,572.0,207.0,5.3,369.0,1306.0
2953.0,Zerial 3,,,,,,,
2954.0,Zerial 3,2/21/25,26.0,836.0,268.0,7.0,620.0,1334.0
2955.0,Zerial 3,,,,,,,
2956.0,Zerial 3,,,,,,,
2957.0,Zerial 3,2/26/25,46.0,625.0,290.0,6.3,471.0,1402.0
2958.0,Zerial 3,,,,,,,
2959.0,Zerial 3,2025-03-07,18.0,780.0,143.0,6.3,449.0,1485.0
2960.0,Zerial 3,,,,,,,
2961.0,Zerial 3,,,,,,,
2962.0,Zerial 3,,,,,,,
2963.0,Zerial 3,,,,,,,
2964.0,Zerial 3,2025-03-07,40.0,421.0,321.0,5.5,454.0,1365.0
2965.0,Zerial 3,2025-03-07,39.0,773.0,171.0,6.3,554.0,1305.0
2966.0,Zerial 3,2/26/25,52.0,793.0,260.0,6.3,440.0,1437.0
2967.0,Zerial 3,,,,,,,
2968.0,Zerial 3,,,,,,,
2969.0,Zerial 3,,,,,,,
2970.0,Zerial 3,2/20/25,73.0,538.0,372.0,6.0,363.0,1522.0
2971.0,Zerial 3,03-06-2025,63.0,616.0,268.0,6.4,692.0,1379.0
2972.0,Zerial 3,03-06-2025,40.0,546.0,222.0,6.1,451.0,1512.0
2973.0,Zerial 3,,,,,,,
2974.0,Zerial 3,03-06-2025,27.0,607.0,156.0,5.6,435.0,1274.0
2975.0,Zerial 3,2025-03-07,11,785.0,263.0,7.2,593.0,1716.0
2976.0,Zerial 3,2025-03-07,71.0,627.0,219.0,6.6,428.0,1639.0
2977.0,Zerial 3,,,,,,,
2978.0,Zerial 3,,,,,,,
2979.0,Zerial 3,,,,,,,
2980.0,Zerial 3,,,,,,,
2981.0,Zerial 3,03-06-2025,29.0,767.0,248.0,7.8,459.0,1906.0
2982.0,Zerial 3,,,,,,,
2983.0,Zerial 3,2025-03-07,63.0,539.0,207.0,6.0,574.0,1543.0
2984.0,Zerial 3,,,,,,,
2985.0,Zerial 3,2025-03-07,17.0,582.0,171.0,5.3,493.0,1105.0
2986.0,Zerial 3,2025-03-07,50.0,829.0,270.0,7.8,807.0,1771.0
2987.0,Zerial 3,2025-03-07,7.0,544.0,213.0,6.4,569.0,1530.0
2988.0,Zerial 3,2025-03-07,65.0,671.0,370.0,6.7,449.0,1538.0
2989.0,Zerial 3,,,,,,,
2990.0,Zerial 3,,,,,,,
2991.0,Zerial 3,2/26/25,72.0,810.0,259.0,7.8,505.0,1891.0
2992.0,Zerial 3,2/26/25,26.0,456.0,185.0,5.5,561.0,1297.0
2993.0,Zerial 3,,,,,,,
2994.0,Zerial 3,,,,,,,
2995.0,Zerial 3,,,,,,,
2996.0,Zerial 3,03-06-2025,10.0,505.0,234.0,5.5,492.0,1056.0
2997.0,Zerial 3,,,,,,,
2998.0,Zerial 3,,,,,,,
2999.0,Zerial 3,,,,,,,
3000.0,Zerial 3,2025-03-07,46.0,664.0,259.0,6.0,464.0,1365.0
3001.0,Zerial 3,,,,,,,
3002.0,Zerial 3,,,,,,,
3003.0,Zerial 3,,,,,,,
3004.0,Zerial 3,2025-03-07,62.0,421.0,152.0,5.3,447.0,1357.0
3005.0,Zerial 3,2025-03-07,36.0,441.0,322.0,6.2,503.0,1588.0
3006.0,Zerial 3,2025-03-07,31.0,883.0,166.0,5.5,512.0,1565.0
3008.0,Zerial 3,2/26/25,70.0,539.0,350.0,5.7,539.0,1260.0
3009.0,Zerial 3,,,,,,,
3010.0,Zerial 3,03-06-2025,54.0,471.0,207.0,5.4,470.0,1204.0
3011.0,Zerial 3,,,,,,,
3012.0,Zerial 3,,,,,,,
3013.0,Zerial 3,2/26/25,73.0,400.0,295.0,5.8,461.0,1323.0
3014.0,Zerial 3,03-06-2025,4.0,704.0,224.0,6.0,760.0,944.0
3015.0,Zerial 3,,,,,,,
3016.0,Zerial 3,,,,,,,
3017.0,Zerial 3,,,,,,,
3018.0,Zerial 3,2025-03-07,64.0,490.0,290.0,6.2,758.0,1314.0
3019.0,Zerial 3,2025-03-07,57.0,528.0,178.0,5.0,457.0,1248.0
3020.0,Zerial 3,2025-03-07,16.0,551.0,170.0,4.6,500.0,1003.0
3021.0,Zerial 3,,,,,,,
3022.0,Zerial 3,2025-03-07,4.0,562.0,125.0,4.8,662.0,896.0
,Zerial 3,,,,,,,
3024.0,Zerial 3,,,,,,,
3025.0,Zerial 3,2025-03-07,1.0,545.0,115.0,4.7,346.0,1085.0
3026.0,Zerial 3,2/26/25,39.0,750.0,228.0,6.0,746.0,935.0
3027.0,Zerial 3,,,,,,,
3028.0,Medillin,,,,,,,
3029.0,Medillin,,,,,,,
3030.0,Medillin,,,,,,,
3031.0,Medillin,,,,,,,
3032.0,Medillin,,,,,,,
3033.0,Medillin,,,,,,,
3034.0,Medillin,,,,,,,
3035.0,Medillin,,,,,,,
3036.0,Medillin,,,,,,,
3037.0,Medillin,,,,,,,
3038.0,Medillin,,,,,,,
3039.0,Medillin,,,,,,,
3040.0,Medillin,,,,,,,
3041.0,Medillin,,,,,,,
3042.0,Medillin,,,,,,,
3043.0,Medillin,,,,,,,
3044.0,Medillin,,,,,,,
3045.0,Medillin,,,,,,,
3046.0,Medillin,,,,,,,
3047.0,Medillin,,,,,,,
3048.0,Medillin,,,,,,,
3049.0,Medillin,,,,,,,
3050.0,Medillin,,,,,,,
3051.0,Medillin,,,,,,,
3052.0,Medillin,,,,,,,
3053.0,Medillin,,,,,,,
3054.0,Medillin,,,,,,,
3055.0,Medillin,,,,,,,
3056.0,Medillin,,,,,,,
3057.0,Medillin,,,,,,,
3058.0,Medillin,,,,,,,
3059.0,Medillin,,,,,,,
3060.0,Medillin,,,,,,,
3061.0,Medillin,,,,,,,
3062.0,Medillin,,,,,,,
3063.0,Medillin,,,,,,,
3064.0,Medillin,,,,,,,
3065.0,Medillin,,,,,,,
3066.0,Medillin,,,,,,,
3067.0,Medillin,,,,,,,
3068.0,Medillin,,,,,,,
3069.0,Medillin,,,,,,,
3070.0,Medillin,,,,,,,
3071.0,Medillin,,,,,,,
