Tote #,Strain,Date,Trimmer #,Flower,Smalls,Original Tote Wt.,Trim,Trash
819.0,Zereal 1,11/4/24,47.0,1179.0,91.0,5.3,351.0,732.0
820.0,Zereal 1,11/4/24,35.0,1205.0,175.0,6.4,403.0,1020.0
821.0,Zereal 1,11/4/24,43.0,920.0,174.0,5.4,431.0,601.0
822.0,Zereal 1,11/4/24,7.0,1158.0,84.0,5.6,507.0,718.0
823.0,Runtz,11/5/24,6.0,809.0,114.0,5.2,598.0,1017.0
824.0,Runtz,11/5/24,21.0,751.0,178.0,5.2,369.0,1266.0
825.0,Runtz,11/5/24,41.0,767.0,132.0,5.0,593.0,928.0
826.0,Runtz,11/5/24,23.0,601.0,241.0,4.9,384.0,994.0
827.0,Runtz,11/5/24,32.0,816.0,118.0,4.8,345.0,1006.0
828.0,Runtz,11/6/24,2.0,919.0,202.0,5.6,434.0,1014.0
829.0,Runtz,11/5/24,30.0,717.0,101.0,4.5,358.0,1014.0
830.0,Runtz,11/5/24,34.0,766.0,102.0,5.5,369.0,1188.0
831.0,Runtz,11/5/24,44.0,806.0,176.0,5.5,678.0,782.0
832.0,Runtz,11/5/24,40.0,754.0,235.0,6.3,459.0,1503.0
833.0,Runtz,11/5/24,16.0,590.0,234.0,5.2,466.0,1083.0
834.0,Runtz,11/5/24,8.0,717.0,147.0,4.5,418.0,909.0
835.0,Runtz,11/5/24,20.0,956.0,134.0,6.2,325.0,1470.0
836.0,Runtz,11/5/24,45.0,838.0,335.0,6.6,794.0,1146.0
837.0,Runtz,11/5/24,7.0,578.0,31.0,4.5,444.0,906.0
838.0,Runtz,11/5/24,39.0,1046.0,73.0,5.4,463.0,883.0
839.0,Runtz,11/5/24,15.0,851.0,96.0,4.8,392.0,935.0
840.0,Runtz,11/5/24,11.0,869.0,70.0,5.1,417.0,1205.0
841.0,Runtz,11/5/24,26.0,565.0,161.0,4.9,664.0,890.0
842.0,Runtz,11/5/24,19.0,741.0,35.0,4.5,264.0,1048.0
843.0,Runtz,11/5/24,50.0,896.0,65.0,5.9,633.0,991.0
844.0,Runtz,11/5/24,29.0,1062.0,112.0,5.4,498.0,995.0
845.0,Runtz,11/5/24,54.0,800.0,128.0,5.1,411.0,1042.0
846.0,Runtz,11/5/24,61.0,690.0,96.0,4.2,293.0,923.0
847.0,Runtz,11/5/24,47.0,808.0,89.0,4.8,270.0,939.0
848.0,Runtz,11/5/24,1.0,748.0,143.0,4.8,399.0,964.0
849.0,Runtz,11/5/24,4.0,691.0,164.0,4.6,560.0,918.0
850.0,Runtz,11/5/24,35.0,874.0,175.0,5.4,365.0,1303.0
851.0,Runtz,11/5/24,36.0,634.0,151.0,5.0,348.0,1182.0
852.0,Runtz,11/5/24,25.0,647.0,100.0,4.1,274.0,924.0
853.0,Runtz,11/6/24,28.0,766.0,94.0,4.7,406.0,923.0
854.0,Runtz,11/7/24,62.0,979.0,73.0,6.0,464.0,1041.0
855.0,Runtz,11/6/24,12.0,979.0,87.0,6.0,298.0,1406.0
856.0,Runtz,11/5/24,33.0,679.0,208.0,4.2,504.0,905.0
857.0,Runtz,11/7/24,60.0,637.0,146.0,4.4,356.0,1010.0
858.0,Runtz,11/6/24,48.0,789.0,119.0,4.7,338.0,962.0
859.0,Runtz,11/5/24,18.0,902.0,78.0,4.8,483.0,1103.0
860.0,Runtz,11/5/24,52.0,707.0,151.0,5.3,401.0,1126.0
861.0,Runtz,11/5/24,3.0,533.0,248.0,4.0,386.0,930.0
862.0,Bluberry Pancake,11/7/24,37.0,1456.0,77.0,5.9,374.0,805.0
863.0,Bluberry Pancake,11/7/24,57.0,1054.0,246.0,5.3,400.0,746.0
864.0,Bluberry Pancake,11/6/24,46.0,1367.0,66.0,5.6,415.0,817.0
865.0,Bluberry Pancake,11/6/24,38.0,1435.0,43.0,5.3,502.0,648.0
866.0,Bluberry Pancake,11/6/24,11.0,1114.0,89.0,5.1,447.0,729.0
867.0,Bluberry Pancake,11/6/24,9.0,1740.0,76.0,6.7,437.0,849.0
868.0,Bluberry Pancake,11/8/24,58.0,1130.0,78.0,4.6,388.0,660.0
869.0,Bluberry Pancake,11/6/24,30.0,1482.0,55.0,5.8,324.0,701.0
870.0,Bluberry Pancake,11/6/24,1.0,1844.0,223.0,8.1,718.0,1127.0
871.0,Bluberry Pancake,11/6/24,42.0,1364.0,218.0,5.8,506.0,763.0
872.0,Bluberry Pancake,11/6/24,7.0,1282.0,87.0,5.8,445.0,732.0
873.0,Bluberry Pancake,11/6/24,31.0,1516.0,53.0,6.1,442.0,904.0
874.0,Bluberry Pancake,11/6/24,20.0,960.0,62.0,4.4,362.0,669.0
875.0,Bluberry Pancake,11/7/24,13.0,1193.0,88.0,5.3,437.0,882.0
876.0,Bluberry Pancake,11/6/24,14.0,1215.0,42.0,5.2,318.0,808.0
877.0,Bluberry Pancake,11/6/24,16.0,1237.0,118.0,5.7,387.0,840.0
878.0,Bluberry Pancake,11/6/24,44.0,1449.0,145.0,6.2,632.0,546.0
879.0,Bluberry Pancake,11/6/24,29.0,1168.0,73.0,4.8,412.0,629.0
880.0,Bluberry Pancake,11/7/24,18.0,1319.0,86.0,4.9,367.0,697.0
881.0,Bluberry Pancake,11/6/24,36.0,1097.0,145.0,5.4,442.0,781.0
882.0,Bluberry Pancake,11/7/24,6.0,1578.0,45.0,6.1,491.0,611.0
883.0,Bluberry Pancake,11/6/24,39.0,1423.0,58.0,5.6,559.0,696.0
884.0,Bluberry Pancake,11/6/24,4.0,884.0,154.0,4.9,416.0,686.0
885.0,Bluberry Pancake,11/7/24,26.0,1411.0,91.0,6.5,947.0,678.0
886.0,Bluberry Pancake,11/7/24,35.0,1805.0,164.0,7.8,678.0,1026.0
887.0,Bluberry Pancake,11/6/24,4.0,1558.0,104.0,6.6,541.0,797.0
888.0,Bluberry Pancake,11/7/24,25.0,1418.0,102.0,5.7,453.0,770.0
889.0,Bluberry Pancake,11/7/24,33.0,1395.0,196.0,6.7,601.0,827.0
890.0,Bluberry Pancake,11/6/24,45.0,1263.0,174.0,5.5,492.0,632.0
891.0,Bluberry Pancake,11/6/24,15.0,1593.0,33.0,5.5,351.0,713.0
892.0,Bluberry Pancake,11/12/24,16.0,1480.0,157.0,6.4,528.0,854.0
893.0,Bluberry Pancake,11/11/24,44.0,1326.0,102.0,5.2,557.0,462.0
894.0,Bluberry Pancake,11/11/24,26.0,1256.0,183.0,5.7,752.0,674.0
895.0,Bluberry Pancake,11/12/24,14.0,2195.0,107.0,8.4,582.0,1160.0
896.0,Bluberry Pancake,11/11/24,4.0,1587.0,116.0,6.6,392.0,1024.0
897.0,Bluberry Pancake,11/11/24,9.0,1555.0,130.0,6.4,385.0,993.0
898.0,Bluberry Pancake,11/12/24,35.0,1371.0,165.0,6.5,559.0,854.0
899.0,Bluberry Pancake,11/12/24,25.0,1601.0,133.0,7.3,605.0,900.0
900.0,Bluberry Pancake,11/12/24,22.0,1312.0,83.0,5.9,603.0,699.0
901.0,Bluberry Pancake,11/12/24,2.0,1541.0,151.0,7.2,476.0,872.0
902.0,Bluberry Pancake,11/12/24,61.0,1310.0,44.0,5.4,315.0,862.0
903.0,Bluberry Pancake,11/13/24,43.0,1361.0,251.0,6.7,529.0,883.0
904.0,Bluberry Pancake,11/12/24,33.0,1185.0,145.0,5.8,543.0,732.0
905.0,Bluberry Pancake,11/11/24,31.0,1189.0,43.0,4.8,367.0,806.0
906.0,Bluberry Pancake,11/11/24,19.0,1524.0,38.0,6.4,345.0,945.0
907.0,Bluberry Pancake,11/11/24,45.0,1244.0,590.0,5.3,590.0,491.0
908.0,Bluberry Pancake,11/12/24,8.0,1339.0,59.0,5.6,494.0,727.0
909.0,Bluberry Pancake,11/12/24,3.0,1366.0,182.0,6.1,637.0,757.0
910.0,Bluberry Pancake,11/12/24,6.0,1349.0,83.0,5.5,512.0,777.0
911.0,Bluberry Pancake,11/13/24,48.0,1629.0,125.0,7.1,534.0,909.0
912.0,Bluberry Pancake,11/12/24,36.0,1255.0,103.0,5.5,532.0,837.0
913.0,Bluberry Pancake,11/12/24,50.0,1507.0,40.0,6.1,681.0,675.0
914.0,Bluberry Pancake,11/12/24,20.0,1648.0,151.0,7.2,590.0,939.0
915.0,Bluberry Pancake,11/12/24,27.0,1702.0,155.0,7.7,771.0,1120.0
916.0,Bluberry Pancake,11/13/24,40.0,1799.0,138.0,7.4,569.0,1022.0
917.0,Bluberry Pancake,11/12/24,28.0,1007.0,249.0,5.7,671.0,684.0
918.0,Bluberry Pancake,11/11/24,11.0,1391.0,104.0,6.1,351.0,924.0
919.0,Bluberry Pancake,11/12/24,29.0,1184.0,40.0,4.5,340.0,642.0
920.0,Bluberry Pancake,11/12/24,56.0,1386.0,263.0,6.5,462.0,998.0
921.0,Bluberry Pancake,11/12/24,57.0,1161.0,167.0,5.2,412.0,844.0
922.0,Bluberry Pancake,11/13/24,15.0,1610.0,114.0,6.5,553.0,736.0
923.0,Bluberry Pancake,11/13/24,17.0,1564.0,121.0,6.4,454.0,902.0
924.0,Bluberry Pancake,11/13/24,58.0,1572.0,111.0,7.0,603.0,877.0
925.0,Bluberry Pancake,11/12/24,5.0,1196.0,117.0,5.5,442.0,680.0
926.0,Bluberry Pancake,11/12/24,41.0,2015.0,54.0,7.6,693.0,922.0
927.0,Bluberry Pancake,11/12/24,7.0,1399.0,124.0,6.4,550.0,828.0
928.0,Bluberry Pancake,11/12/24,46.0,1464.0,102.0,5.8,468.0,791.0
929.0,Bluberry Pancake,11/12/24,34.0,1373.0,152.0,6.6,592.0,1005.0
930.0,Bluberry Pancake,11/12/24,60.0,1274.0,127.0,5.4,421.0,735.0
931.0,Bluberry Pancake,11/12/24,30.0,2064.0,132.0,8.2,726.0,1032.0
932.0,Bluberry Pancake,11/12/24,39.0,1196.0,54.0,5.2,447.0,760.0
933.0,Bluberry Pancake,11/12/24,62.0,1373.0,110.0,6.0,468.0,882.0
934.0,Bluberry Pancake,11/13/24,54.0,1832.0,224.0,8.2,663.0,1193.0
935.0,Bluberry Pancake,11/12/24,32.0,1591.0,160.0,6.4,478.0,903.0
936.0,Bluberry Pancake,11/13/24,18.0,1398.0,97.0,6.0,420.0,841.0
937.0,Bluberry Pancake,11/14/24,53.0,1322.0,128.0,5.5,401.0,783.0
938.0,Bluberry Pancake,11/12/24,47.0,1486.0,115.0,6.7,465.0,992.0
939.0,Bluberry Pancake,11/12/24,24.0,1232.0,103.0,5.9,605.0,865.0
940.0,Bluberry Pancake,11/6/24,5.0,1466.0,102.0,6.2,496.0,897.0
941.0,Bluberry Pancake,11/8/24,51.0,1482.0,119.0,6.0,491.0,749.0
942.0,Bluberry Pancake,11/6/24,8.0,1418.0,132.0,6.0,433.0,756.0
943.0,Bluberry Pancake,11/7/24,49.0,1562.0,167.0,6.8,525.0,881.0
944.0,Bluberry Pancake,11/6/24,34.0,1282.0,78.0,5.9,461.0,797.0
945.0,Bluberry Pancake,11/6/24,19.0,1504.0,37.0,6.1,365.0,1013.0
946.0,Bluberry Pancake,11/15/24,59.0,1115.0,112.0,5.4,355.0,905.0
947.0,Bluberry Pancake,11/15/24,10.0,1271.0,166.0,5.0,936.0,671.0
948.0,Bluberry Pancake,11/15/24,38.0,1374.0,54.0,5.7,489.0,741.0
949.0,Bluberry Pancake,11/15/24,39.0,1520.0,70.0,6.1,413.0,778.0
950.0,Bluberry Pancake,11/14/24,1.0,1232.0,88.0,5.1,357.0,742.0
951.0,Bluberry Pancake,11/15/24,47.0,1516.0,126.0,6.1,557.0,832.0
952.0,Bluberry Pancake,11/18/24,37.0,1288.0,188.0,5.6,389.0,761.0
953.0,Bluberry Pancake,11/18/24,32.0,1345.0,152.0,6.1,471.0,742.0
954.0,Bluberry Pancake,11/14/24,7.0,1221.0,61.0,4.8,412.0,670.0
955.0,Bluberry Pancake,11/15/24,22.0,1344.0,100.0,6.4,504.0,1027.0
956.0,Bluberry Pancake,11/15/24,53.0,1309.0,76.0,6.1,588.0,780.0
957.0,Bluberry Pancake,11/18/24,50.0,1818.0,59.0,6.7,796.0,624.0
958.0,Bluberry Pancake,11/18/24,13.0,1789.0,219.0,8.3,531.0,1172.0
959.0,Bluberry Pancake,11/15/24,24.0,1261.0,101.0,5.7,610.0,859.0
960.0,Bluberry Pancake,11/15/24,41.0,1931.0,74.0,8.0,763.0,1064.0
961.0,Bluberry Pancake,11/15/24,27.0,1623.0,160.0,6.8,591.0,800.0
962.0,Bluberry Pancake,11/15/24,15.0,1546.0,114.0,6.6,558.0,749.0
963.0,Bluberry Pancake,11/18/24,23.0,1864.0,183.0,7.5,541.0,879.0
964.0,Bluberry Pancake,11/15/24,14.0,1421.0,64.0,6.1,360.0,874.0
965.0,Bluberry Pancake,11/18/24,3.0,1481.0,178.0,6.9,849.0,792.0
966.0,Bluberry Pancake,11/15/24,19.0,1092.0,144.0,5.7,496.0,922.0
967.0,Bluberry Pancake,11/15/24,20.0,1372.0,106.0,6.5,428.0,906.0
968.0,Bluberry Pancake,11/18/24,18.0,1439.0,98.0,6.4,516.0,992.0
969.0,Bluberry Pancake,11/15/24,57.0,1220.0,208.0,6.0,481.0,925.0
970.0,Bluberry Pancake,11/15/24,4.0,1578.0,128.0,6.6,278.0,981.0
971.0,Bluberry Pancake,11/15/24,34.0,1303.0,100.0,6.0,479.0,965.0
972.0,Bluberry Pancake,11/18/24,12.0,1236.0,148.0,5.8,458.0,770.0
973.0,Bluberry Pancake,11/15/24,54.0,1067.0,180.0,4.9,465.0,694.0
974.0,Bluberry Pancake,11/15/24,36.0,1365.0,270.0,6.9,582.0,1126.0
975.0,Bluberry Pancake,11/19/24,56.0,1213.0,255.0,5.8,386.0,931.0
976.0,Bluberry Pancake,11/19/24,39.0,1799.0,48.0,6.9,471.0,834.0
977.0,Bluberry Pancake,11/19/24,29.0,1861.0,127.0,7.8,594.0,1076.0
978.0,Bluberry Pancake,11/19/24,24.0,1324.0,112.0,6.4,639.0,853.0
979.0,Bluberry Pancake,11/18/24,46.0,1251.0,76.0,5.9,455.0,777.0
980.0,Bluberry Pancake,11/19/24,23.0,1663.0,88.0,6.6,513.0,822.0
981.0,Bluberry Pancake,11/19/24,18.0,1125.0,99.0,4.8,376.0,822.0
982.0,Bluberry Pancake,11/19/24,17.0,1385.0,237.0,7.0,593.0,1098.0
983.0,Bluberry Pancake,11/19/24,12.0,1302.0,203.0,6.3,517.0,956.0
984.0,Bluberry Pancake,11/20/24,41.0,1873.0,59.0,7.7,877.0,860.0
985.0,Bluberry Pancake,11/19/24,55.0,1297.0,133.0,5.9,476.0,945.0
986.0,Bluberry Pancake,11/19/24,62.0,1257.0,127.0,5.9,456.0,857.0
987.0,Bluberry Pancake,11/19/24,49.0,1285.0,173.0,5.2,486.0,666.0
988.0,Bluberry Pancake,11/21/24,51.0,1130.0,182.0,5.9,577.0,912.0
989.0,Bluberry Pancake,11/19/24,7.0,1231.0,100.0,5.5,520.0,706.0
990.0,Bluberry Pancake,11/19/24,32.0,1207.0,134.0,5.8,441.0,877.0
991.0,Bluberry Pancake,11/19/24,6.0,1445.0,131.0,6.6,638.0,865.0
992.0,Bluberry Pancake,11/20/24,37.0,1336.0,113.0,5.7,468.0,722.0
993.0,Bluberry Pancake,11/19/24,47.0,1448.0,181.0,7.4,614.0,981.0
994.0,Bluberry Pancake,11/19/24,33.0,1397.0,195.0,7.0,706.0,942.0
995.0,Bluberry Pancake,11/20/24,44.0,1210.0,154.0,5.8,698.0,646.0
996.0,Bluberry Pancake,11/19/24,8.0,1419.0,172.0,7.3,840.0,1017.0
997.0,Bluberry Pancake,11/19/24,1.0,1415.0,195.0,7.0,626.0,1053.0
998.0,Bluberry Pancake,11/19/24,59.0,1104.0,148.0,5.5,395.0,908.0
999.0,Bluberry Pancake,11/19/24,38.0,1439.0,76.0,6.1,580.0,878.0
1000.0,Bluberry Pancake,11/20/24,35.0,1409.0,348.0,7.0,672.0,883.0
1001.0,Bluberry Pancake,11/20/24,30.0,1755.0,94.0,7.7,768.0,908.0
1002.0,Bluberry Pancake,11/19/24,15.0,1374.0,132.0,5.3,555.0,535.0
1003.0,Bluberry Pancake,11/19/24,26.0,1063.0,145.0,5.7,938.0,692.0
1004.0,Bluberry Pancake,11/19/24,11.0,1606.0,142.0,7.5,600.0,1166.0
1005.0,Bluberry Pancake,11/19/24,34.0,1043.0,117.0,5.5,497.0,838.0
1006.0,Bluberry Pancake,11/20/24,36.0,1287.0,316.0,6.9,685.0,988.0
1007.0,Bluberry Pancake,11/20/24,13.0,985.0,255.0,6.1,555.0,861.0
1008.0,Bluberry Pancake,11/20/24,9.0,1703.0,143.0,7.7,559.0,1195.0
1009.0,Bluberry Pancake,11/20/24,52.0,1676.0,81.0,7.4,627.0,941.0
1010.0,Bluberry Pancake,11/20/24,45.0,1197.0,209.0,6.2,831.0,670.0
1011.0,Bluberry Pancake,11/19/24,5.0,1076.0,154.0,5.3,378.0,838.0
1012.0,Bluberry Pancake,11/20/24,19.0,1276.0,170.0,5.9,714.0,710.0
1013.0,Bluberry Pancake,11/19/24,4.0,1429.0,146.0,6.2,428.0,1119.0
1014.0,Bluberry Pancake,11/19/24,60.0,1064.0,170.0,5.4,519.0,766.0
1015.0,Bluberry Pancake,11/20/24,14.0,1556.0,97.0,6.9,522.0,1040.0
1016.0,Bluberry Pancake,11/19/24,27.0,1053.0,176.0,5.4,501.0,636.0
1017.0,Bluberry Pancake,11/20/24,2.0,1540.0,159.0,6.8,474.0,869.0
1018.0,Bluberry Pancake,11/6/24,41.0,2103.0,113.0,8.7,910.0,838.0
1019.0,Bluberry Pancake,11/6/24,47.0,1617.0,116.0,6.4,456.0,746.0
1020.0,Bluberry Pancake,11/7/24,54.0,1474.0,106.0,6.3,484.0,928.0
1021.0,Bluberry Pancake,11/7/24,17.0,1389.0,130.0,6.5,495.0,1053.0
1022.0,Bluberry Pancake,11/8/24,55.0,1178.0,119.0,5.7,506.0,912.0
1023.0,Bluberry Pancake,11/6/24,6.0,1264.0,68.0,5.2,377.0,767.0
1024.0,Bluberry Pancake,11/25/24,16.0,1010.0,258.0,6.5,801.0,909.0
1025.0,Bluberry Pancake,11/25/24,17.0,1199.0,278.0,6.3,547.0,842.0
1026.0,Bluberry Pancake,11/22/24,55.0,1421.0,123.0,6.9,515.0,998.0
1027.0,Bluberry Pancake,11/22/24,33.0,1033.0,203.0,5.6,589.0,771.0
1028.0,Bluberry Pancake,11/22/24,42.0,1121.0,223.0,5.8,672.0,1297.0
1029.0,Bluberry Pancake,11/25/24,2.0,1698.0,130.0,6.7,526.0,811.0
1030.0,Bluberry Pancake,11/22/24,47.0,1259.0,89.0,5.6,349.0,722.0
1031.0,Bluberry Pancake,11/22/24,57.0,905.0,203.0,5.0,394.0,849.0
1032.0,Bluberry Pancake,11/25/24,1.0,1716.0,218.0,8.2,762.0,1097.0
1033.0,Bluberry Pancake,11/25/24,43.0,1278.0,250.0,6.7,753.0,722.0
1034.0,Bluberry Pancake,11/22/24,3.0,1156.0,135.0,5.3,537.0,576.0
1035.0,Bluberry Pancake,11/22/24,18.0,1297.0,67.0,5.7,462.0,800.0
1036.0,Bluberry Pancake,11/22/24,30.0,1458.0,94.0,6.5,612.0,1030.0
1037.0,Bluberry Pancake,11/25/24,49.0,1345.0,324.0,6.6,645.0,790.0
1038.0,Bluberry Pancake,11/26/24,37.0,1840.0,157.0,7.3,543.0,790.0
1039.0,Bluberry Pancake,11/22/24,14.0,1542.0,66.0,7.2,469.0,1116.0
1040.0,Bluberry Pancake,11/25/24,41.0,1355.0,12.0,5.2,645.0,565.0
1041.0,Bluberry Pancake,11/25/24,23.0,1220.0,82.0,5.4,439.0,641.0
1042.0,Bluberry Pancake,11/25/24,7.0,1545.0,139.0,6.8,688.0,796.0
1043.0,Bluberry Pancake,11/25/24,44.0,1371.0,190.0,6.4,690.0,741.0
1044.0,Bluberry Pancake,11/25/24,48.0,1437.0,76.0,6.0,478.0,838.0
1045.0,Bluberry Pancake,11/22/24,60.0,1203.0,170.0,5.4,301.0,725.0
1046.0,Bluberry Pancake,11/22/24,46.0,1160.0,85.0,4.7,404.0,619.0
1047.0,Bluberry Pancake,11/22/24,29.0,1329.0,84.0,6.0,466.0,834.0
1048.0,Bluberry Pancake,11/25/24,8.0,1656.0,193.0,7.7,592.0,1014.0
1049.0,Bluberry Pancake,11/22/24,31.0,1232.0,129.0,5.7,520.0,806.0
1050.0,Bluberry Pancake,11/25/24,58.0,1426.0,292.0,7.2,569.0,974.0
1051.0,Bluberry Pancake,11/25/24,40.0,1144.0,237.0,5.7,514.0,782.0
1052.0,Bluberry Pancake,11/25/24,4.0,2012.0,213.0,9.0,1128.0,753.0
1053.0,Bluberry Pancake,11/26/24,1.0,1185.0,170.0,6.1,679.0,654.0
1054.0,Bluberry Pancake,11/25/24,6.0,1632.0,167.0,7.3,580.0,1016.0
1055.0,Bluberry Pancake,11/25/24,52.0,1642.0,89.0,6.8,412.0,948.0
1056.0,Bluberry Pancake,11/25/24,5.0,1323.0,185.0,6.2,742.0,545.0
1057.0,Bluberry Pancake,11/22/24,45.0,1070.0,115.0,4.7,601.0,427.0
1058.0,Bluberry Pancake,11/25/24,20.0,1210.0,98.0,6.3,807.0,876.0
1059.0,Bluberry Pancake,11/22/24,34.0,1055.0,102.0,5.2,641.0,790.0
1060.0,Bluberry Pancake,11/27/24,24.0,1472.0,127.0,6.3,650.0,803.0
1061.0,Bluberry Pancake,11/27/24,52.0,1610.0,92.0,7.3,695.0,816.0
1062.0,Bluberry Pancake,11/26/24,4.0,1454.0,73.0,6.3,399.0,797.0
1063.0,Bluberry Pancake,11/27/24,43.0,1239.0,309.0,6.0,618.0,818.0
1064.0,Bluberry Pancake,11/27/24,2.0,1672.0,145.0,6.8,443.0,977.0
1065.0,Bluberry Pancake,11/25/24,5.0,1417.0,131.0,6.2,500.0,820.0
1066.0,Bluberry Pancake,11/27/24,17.0,922.0,207.0,4.9,406.0,782.0
1067.0,Bluberry Pancake,11/26/24,7.0,1387.0,134.0,6.0,528.0,719.0
1068.0,Bluberry Pancake,11/27/24,16.0,1748.0,169.0,8.4,1028.0,1104.0
1069.0,Bluberry Pancake,11/27/24,41.0,1272.0,29.0,5.5,654.0,570.0
1070.0,Bluberry Pancake,11/27/24,23.0,1558.0,144.0,6.1,418.0,863.0
1071.0,Bluberry Pancake,11/26/24,40.0,1157.0,239.0,5.1,407.0,569.0
1072.0,Bluberry Pancake,12/4/24,48.0,2071.0,112.0,9.2,868.0,1045.0
1073.0,Bluberry Pancake,11/27/24,6.0,1540.0,196.0,6.1,465.0,871.0
1074.0,Bluberry Pancake,12/2/24,1.0,1145.0,126.0,6.0,498.0,886.0
1075.0,Bluberry Pancake,11/27/24,9.0,1664.0,119.0,7.3,430.0,1064.0
1076.0,Bluberry Pancake,11/27/24,58.0,1371.0,303.0,7.0,466.0,981.0
1077.0,Bluberry Pancake,11/27/24,26.0,1635.0,94.0,6.8,853.0,607.0
1078.0,Bluberry Pancake,11/27/24,7.0,1145.0,92.0,4.7,633.0,637.0
1079.0,Bluberry Pancake,11/27/24,29.0,1454.0,105.0,5.8,433.0,898.0
1080.0,Bluberry Pancake,11/2/24,50.0,1309.0,40.0,5.4,596.0,595.0
1081.0,Bluberry Pancake,12/4/24,49.0,1790.0,402.0,9.6,1095.0,921.0
1082.0,Bluberry Pancake,11/27/24,5.0,1290.0,197.0,6.5,655.0,755.0
1083.0,Bluberry Pancake,11/27/24,61.0,1480.0,122.0,6.3,614.0,753.0
1084.0,Bluberry Pancake,12/2/24,47.0,1369.0,199.0,6.8,704.0,819.0
1085.0,Bluberry Pancake,12/2/24,39.0,1719.0,92.0,6.5,707.0,609.0
1086.0,Bluberry Pancake,11/27/24,34.0,1107.0,140.0,6.1,588.0,815.0
1087.0,Bluberry Pancake,11/27/24,14.0,1305.0,98.0,5.7,403.0,880.0
1088.0,Bluberry Pancake,12/2/24,35.0,1088.0,279.0,6.4,574.0,912.0
1089.0,Bluberry Pancake,12/4/24,13.0,1588.0,162.0,7.5,758.0,757.0
1090.0,Bluberry Pancake,12/13/24,17.0,1275.0,284.0,6.6,520.0,1041.0
1091.0,Bluberry Pancake,12/11/24,38.0,1098.0,141.0,6.3,719.0,757.0
1092.0,Bluberry Pancake,12/11/24,34.0,1048.0,128.0,5.2,549.0,817.0
1093.0,Bluberry Pancake,12/12/24,13.0,1189.0,129.0,6.3,778.0,848.0
1094.0,Bluberry Pancake,12/11/24,14.0,1257.0,144.0,5.7,690.0,763.0
1095.0,Bluberry Pancake,12/12/24,45.0,1144.0,173.0,6.2,860.0,632.0
1096.0,Bluberry Pancake,12/5/24,18.0,978.0,106.0,5.2,684.0,742.0
1097.0,Bluberry Pancake,12/5/24,34.0,980.0,140.0,5.4,630.0,752.0
1098.0,Bluberry Pancake,12/6/24,44.0,1429.0,59.0,6.1,668.0,720.0
1099.0,Bluberry Pancake,12/6/24,19.0,1565.0,142.0,7.4,733.0,687.0
1100.0,Bluberry Pancake,12/4/24,1.0,1125.0,210.0,5.3,409.0,749.0
1101.0,Bluberry Pancake,12/5/24,32.0,1236.0,150.0,5.2,398.0,833.0
1102.0,Bluberry Pancake,12/5/24,64.0,1569.0,61.0,6.6,656.0,857.0
1103.0,Bluberry Pancake,12/6/24,37.0,1474.0,118.0,5.6,447.0,676.0
1104.0,Bluberry Pancake,12/6/24,2.0,1573.0,137.0,6.7,425.0,1021.0
1105.0,Bluberry Pancake,12/5/24,55.0,1299.0,124.0,5.5,479.0,831.0
1106.0,Bluberry Pancake,12/5/24,41.0,1312.0,122.0,6.7,780.0,809.0
1107.0,Bluberry Pancake,12/5/24,5.0,1618.0,170.0,7.1,822.0,764.0
1108.0,Bluberry Pancake,12/5/24,14.0,1577.0,80.0,6.5,564.0,893.0
1109.0,Bluberry Pancake,12/6/24,46.0,1284.0,88.0,6.0,554.0,785.0
1110.0,Bluberry Pancake,12/6/24,26.0,1912.0,205.0,8.6,1261.0,788.0
1111.0,Bluberry Pancake,12/6/24,59.0,1359.0,181.0,6.6,596.0,894.0
1112.0,Bluberry Pancake,12/5/24,8.0,1141.0,104.0,4.8,403.0,814.0
1113.0,Bluberry Pancake,12/5/24,16.0,974.0,236.0,5.8,969.0,660.0
1114.0,Bluberry Pancake,12/6/24,42.0,1386.0,321.0,6.9,765.0,786.0
1115.0,Bluberry Pancake,12/6/24,45.0,1319.0,175.0,5.9,744.0,606.0
1116.0,Bluberry Pancake,12/6/24,36.0,1086.0,235.0,6.1,659.0,896.0
1117.0,Bluberry Pancake,12/6/24,39.0,1421.0,66.0,6.7,742.0,660.0
1118.0,Bluberry Pancake,12/6/24,9.0,1334.0,112.0,5.9,473.0,931.0
1119.0,Bluberry Pancake,12/6/24,52.0,1499.0,147.0,6.4,766.0,600.0
1120.0,Bluberry Pancake,12/5/24,29.0,1177.0,91.0,5.2,503.0,870.0
1121.0,Bluberry Pancake,12/6/24,49.0,1115.0,282.0,7.1,970.0,701.0
1122.0,Bluberry Pancake,12/5/24,6.0,1140.0,232.0,5.9,656.0,743.0
1123.0,Bluberry Pancake,12/6/24,61.0,1503.0,161.0,6.3,639.0,754.0
1124.0,Bluberry Pancake,12/6/24,60.0,1079.0,183.0,5.0,472.0,664.0
1125.0,Bluberry Pancake,12/6/24,38.0,1085.0,156.0,5.6,677.0,789.0
1126.0,Bluberry Pancake,12/6/24,27.0,1280.0,88.0,6.0,701.0,706.0
1127.0,Bluberry Pancake,12/6/24,28.0,1123.0,151.0,5.3,635.0,683.0
1128.0,Bluberry Pancake,12/6/24,12.0,1308.0,182.0,6.6,624.0,965.0
1129.0,Bluberry Pancake,12/6/24,30.0,1227.0,109.0,5.9,565.0,808.0
